kategorie(),procent rabatu,"cechy(A:wartosc,B:)",nazwa,cena brutto,opis,adres zdjecia,produkt wirtualny
"Strona główna,super last minute,cypr",8,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Berlin,Operator:Exim Tours",Anemi Apartments,3 129,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>4<br>Cypr/Paphos</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Exim Tours 4*<br>- kat. lokalna 4*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Paphos<br>- ok. 300 m od plaży<br>- ok. 1.5 km od portu w Paphos<br>- ok. 3 km od Grobowców Królewskich<br>- ok. 15 km od lotniska<br>- ok. 74 km od Limassol</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta, publiczna<br>- leżaki i parasole (płatne)</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/31984/EXIM/miniature650x367/cypr/pafos/pafos/anemi-apartments_0.jpg?datago=1&t=637433774407632578,1
"Strona główna,super last minute,cypr",8,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Berlin,Operator:Exim Tours",Lord's Palace,2 939,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>5<br>Cypr Północny/Cypr Północny</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Eximtours 5*<br>- kat. lokalna 5*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Kyrenia<br>- przy plaży<br>- w pobliżu hotelu znajduje się centrum miasta, sklepy<br>- ok 32 km Nicosia<br>- ok 43 km od lotniska w Ercan<br>- ok 75 km Larnaca<br>- ok 78 km od lotniska w Larnace</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta ok 50 m.<br>- leżaki i parasole bezpłatne</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/30155/EXIM/miniature650x367/cypr/cypr-polnocny/kirenia/lord's-palace_0.jpg?datago=1&t=637436029860161875,1
"Strona główna,super last minute,cypr",8,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Berlin,Operator:Exim Tours",Dome (Girne),2 769,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>4<br>Cypr Północny/Cypr Północny</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Exim Tours 4*<br>- kat. lokalna 4*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Kyrenia<br>- ok. 20 m od plaży<br>- ok. 500 m od zamku w Kyrenii<br>- ok. 650 m od portu w Kyrenii<br>- ok. 20 km od Nikozji<br>- ok. 80 km od lotniska w Larnace</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- skalista, prywatna<br>- leżaki i parasole (bezpłatne)</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/33246/EXIM/miniature650x367/cypr/cypr-polnocny/kirenia/dome-(girne)_0.jpg?datago=1&t=637437347205176719,1
"Strona główna,super last minute,cypr",,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Prima Holiday",Grecian Bay,2 617,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>w ok. 1 km od centrum AYIA NAPA, w pobliżu sklepy, przy drodze lokalnej, ok. 1 km od średniowiecznego klasztoru w Ayia Napa, ok. 7 km od parku wodnego Water World; ok. 50 km od portu lotniczego w Larnace; przystanek autobusowy ok. 100 m od hotelu (ok.1 EUR/Ayia Napa); bezpłatny bus hotelowy do hotelu Grecian Park w Protaras.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>Grecian Bay Beach, wydzielona część dla gości hotelowych, piaszczysta, łagodne zejście do morza, bezpośrednio przy hotelu, dojście przez teren hotelu, bezpłatne parasole, leżaki, materace i ręczniki.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>pięciogwiazdkowy, zbudowany w 1978 r., odnowiony w 2012 r., 271 pokoi, 1 budynek i kilka bungalowów, w budynku głównym: 5 pięter, 3 windy, przestronne i eleganckie lobby, całodobowa recepcja, restauracja Cafeteria Aurora - śniadania w formie bufetu, lekkie przekąski w ciągu dnia i obiady  la carte, restauracja Esperia - kuchnia międzynarodowa, obiady i kolacje w formie bufetu lub serwowane, w restauracjach dostępne foteliki i menu dla dzieci, dania wegetariańskie, restauracja Dor -  la carte, kuchnia międzynarodowa, restauracja Fishermans Hut w ogrodzie -  la carte, ryby i owoce morza, czynna w sezonie letnim (zależnie od warunków pogodowych); 3 bary, w tym bar przy basenie i na plaży (czynne zależnie od warunków pogodowych); sejf w recepcji, kantor, sklep z prasą i pamiątkami, butik; centrum konferencyjne dla 350 osób, ogród. Za opłatą: całodobowy room-service, fryzjer, salon urody, pralnia, wypożyczalnia samochodów; akceptowane karty kredytowe: Visa, MasterCard, American Express, Diners Club.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>,<p>bezpłatny internet bezprzewodowy w miejscach publicznych hotelu</p>,<h3 class=""hotel-description__subject hotel--description--subject"">SPORT, REKREACJA I ROZRYWKA :</h3>",https://cdntravelplanet.pl/5399/BVPR/miniature650x367/cypr/ayia-napa/ajia-napa/grecian-bay_0.jpg?datago=1&t=637434926717559532,1
"Strona główna,super last minute,cypr",10,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Berlin,Operator:Exim Tours",Louis Phaethon Beach,2 429,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>4<br>Cypr/Paphos</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>Kat. EximTours  4*<br>Kat. lokalna 4*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- w okolicy liczne sklepy, supermarket, dyskoteka, przystanek autobusowy, informacja turystyczna<br>- przy plaży<br>- ok. 3 km od centrum Pafos<br>- ok. 3 km od Parku Archeologicznego<br>- ok. 3 km od portu w Pafos<br>- ok. 6,5 km od Grobowców Królewskich<br>-  ok. 10 km od pola golfowego<br>- ok. 14 km od lotniska w Pafossol<br>- ok. 68 km od Limas<br>- ok. 133 km od lotniska w Larnace</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- żwirowa</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/29230/EXIM/miniature650x367/cypr/pafos/kato-pafos/louis-phaethon-beach_0.jpg?datago=1&t=637432920760629844,1
"Strona główna,super last minute,cypr",,"Data rozpoczęcia:niedz. 20.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Gdańsk,Operator:Prima Holiday",Curium Palace,2 381,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>W centrum turystycznym Limassol. W okolicy liczne sklepy, restauracje, bary oraz tawerny. Odległość od międzynarodowego lotniska Larnaka wynosi 65 km.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>piaszczysto-kamienista, oddalona od hotelu ok.400 m. Serwis plażowy za opłatą.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>Hotel składa się z 3 pięter i 57 pokoi.<br>Hotel Curium Palace został zaprojektowany przez Gunsberga, światowej sławy austriackiego architekta. Niedawny remont oferuje idealne połączenie elegancji starego świata i współczesnego stylu podkreślonego w pięknie przestronnych wspólnych terenach i designerskich pokojach.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">DO DYSPOZYCJI GOŚCI :</h3>,<p>Recepcja, eleganckie lobby, winda, sala konferencyjna, restauracje, drink bar, bar przy basenie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>",https://cdntravelplanet.pl/5378/BVPR/miniature650x367/cypr/limassol/limassol/curium-palace_0.jpg?datago=1&t=637433709270892969,1
"Strona główna,super last minute,cypr",11,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Berlin,Operator:Exim Tours",Pefkos (Limassol),2 099,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>3<br>Cypr/Cypr</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Exim Tours 3*<br>- kat. lokalna 3*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Limassol<br>- ok. 1 km od plaży<br>- ok. 50 km od Troodos<br>- ok. 60 km od lotniska w Paphos<br>- ok. 70 km od lotniska w Larnace<br>- ok. 90 km od Nikozji</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta, publiczna<br>- leżaki i parasole (płatne)</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/31980/EXIM/miniature650x367/cypr/limassol/limassol/pefkos-(limassol)_0.jpg?datago=1&t=637434483138008750,1
"Strona główna,super last minute,cypr",28,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:3 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Best Reisen",Grecian Bay,1 284,"<h3 class=""hotel-description__subject hotel--description--subject"">Naszym zdaniem :</h3>,<p>Znakomity hotel przy ładnej prywatnej plaży z bezpłatnym serwisem plażowym. Doskonałe położenie, malownicze krajobrazy, wysmakowane wnętrza, zadbane pokoje, przyjazny personel. Piękne widoki, relaksująca atmosfera i totalny relaks.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>Przy piaszczysto-żwirowej plaży z łagodnym zejściem do morza (parasole, leżaki, materace i ręczniki bezpłatnie), kilometr od centrum Aya Napa, 10 minut spacerem od portu w Aya Napa i średniowiecznego klasztoru, 50 km od lotniska w Larnace. Niedaleko znajdują się sklepy, a po sąsiedzku - przystanek autobusowy. Bus hotelowy przewozi gości do Grecian Park Hotel (Cliff Bar, restauracja japońska, restauracja włoska) i na plażę Konnos.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie :</h3>,<p>Eleganckie lobby, całodobowa recepcja, bezpłatny internet bezprzewodowy, 3 windy, restauracja główna, elegancka restauracja Esperia (kuchnia międzynarodowa), tawerna przy plaży, klimatyczny bar przy plaży, grill bar przy basenie, coctail bar, kantor, sklepiki, centrum konferencyjne, room-service, wypożyczalnia samochodów, usługi pralnicze.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>,<p>Standardowe - sypialnia, łazienka (wanna lub prysznic, suszarka, szlafroki, kapcie), klimatyzacja sterowana indywidualnie, bezpłatne łącza internetowe, telewizja satelitarna, telefon, zestaw do parzenia kawy/herbaty, minibar, sejf, Wi-Fi, owoce i woda na powitanie, balkon (widok na ląd, boczny widok na morze lub widok na morze). Powierzchnia - ok. 22 m kw.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyżywienie :</h3>",https://cdntravelplanet.pl/12069/BVBX/miniature650x367/cypr/ayia-napa/ajia-napa/grecian-bay_0.jpg?datago=1&t=637432809672194903,1
"Strona główna,super last minute,cypr",9,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Warszawa,Operator:Prima Holiday",Elias Beach,2 504,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>ok. 11 km od centrum LIMASSOL, ok. 100 m od sklepów, barów i restauracji, ok. 2 km od ruin starożytnego Amathus, ok. 5 km od dzielnicy turystycznej Yermasoyia, ok. 17 km od parku wodnego Fasouri Watermania; ok. 70 km od portu lotniczego w Pafos, ok. 60 km od portu lotniczego w Larnace; przystanek autobusowy ok. 100 m od hotelu (ok. 1,5 EUR/centrum Limassol; ok. 5 EUR/bilet całodniowy w obrębie Limassol).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>publiczna, piaszczysta, łagodne zejście do morza, pomost, wyróżniona certyfikatem Błękitna Flaga, bezpośrednio przy hotelu, przejście przez teren hotelu, na wydzielonym odcinku plaży bezpłatne parasole i leżaki.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>czterogwiazdkowy, elegancki, odnowiony w 2012 r., 174 pokoje, 1 budynek, 5 pięter, 2 windy, eleganckie lobby, całodobowa recepcja, restauracje: Flavours z tarasem - dania w formie bufetu, kuchnia międzynarodowa, show cooking, wieczory tematyczne, Amadeus - dania w formie bufetu, kuchnia międzynarodowa, show cooking, w obu restauracjach menu dla dzieci, dania wegetariańskie, do kolacji obowiązuje strój formalny (panowie długie spodnie), Blue Paradise Tavern przy plaży -  la carte (czynna latem, zależnie od warunków pogodowych), kuchnia cypryjska, Pan-Asian - restauracja  la carte (czynna latem, zależnie od warunków pogodowych), kuchnia orientalna, we wszystkich restauracjach dostępne foteliki dla dzieci, bary: Mocca Cafe w lobby, Splash Pool Bar przy basenie (czynny latem, zależnie od warunków pogodowych), Zodiac Coctail Bar w lobby z muzyką na żywo, The Havana Venue - klub czynny kilka wieczorów w tygodniu; kantor, sklep z pamiątkami i gazetami; centrum konferencyjne dla 250 osób, taras z widokiem na morze, ogród, za opłatą: room-service, opiekunka do dziecka, fryzjer, pralnia; akceptowane karty kredytowe: Visa, MasterCard, American Express, Diners Club.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>,<p>Wi Fi bezpłatnie na terenie całego hotelu</p>,<h3 class=""hotel-description__subject hotel--description--subject"">SPORT, REKREACJA I ROZRYWKA :</h3>",https://cdntravelplanet.pl/5371/BVPR/miniature650x367/cypr/limassol/limassol/elias-beach_0.jpg?datago=1&t=637433785660064218,1
"Strona główna,super last minute,cypr",30,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Prima Holiday",Blue Ivy,2 009,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>w centrum miejscowości Protaras, w bliskiej odległości od pięknej, piaszczystej plaży, 65 km od lotniska w Larnace</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>szeroka, piaszczysta, łagodne wejście do morza, oznaczona certyfikatem Błękitnej Flagi, 300 metrów od hotelu</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>- hotel odnowiony w 2018 r.<br>- 5 piętrowy, 120 pokoi</p>,<h3 class=""hotel-description__subject hotel--description--subject"">DO DYSPOZYCJI GOŚCI :</h3>,<p>- winda<br>- lobby z recepcją<br>- wypożyczalnia bagażu<br>- pralnia<br>- kantor<br>- sejf (płatny)<br>- wypożyczalnia samochodu<br>- 2 restauracje<br>- bar przy basenie</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>",https://cdntravelplanet.pl/5375/BVPR/miniature650x367/cypr/ayia-napa/protaras/blue-ivy_0.jpg?datago=1&t=637432120090297813,1
"Strona główna,super last minute,cypr",25,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Prima Holiday",Poseidonia Beach,2 040,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>Położony w miejscowości Limassol, w odległości ok. 60 km od lotniska w Larnace i ok. 70 km od lotniska w Pafos.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>Piaszczysta, przy hotelu.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>Kategoria lokalna 4*.<br>Komfortowy obiekt, pozwalający zrelaksować się przy basenie lub na plaży, dający możliwość skorzystania z wielu udogodnień.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">DO DYSPOZYCJI GOŚCI :</h3>,<p>Całodobowa recepcja, lobby, restauracja, 3 bary.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>",https://cdntravelplanet.pl/5370/BVPR/miniature650x367/cypr/limassol/limassol/poseidonia-beach_0.jpg?datago=1&t=637435390494086328,1
"Strona główna,super last minute,egipt",,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Coral Travel",Giftun Azur Beach Resort,1 758,"<h3 class=""hotel-description__subject hotel--description--subject"">KATEGORIA:</h3>,<p>3*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">REGION:</h3>,<p>Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">lokalizacja:</h3>,<p>6 km od centrum Hurghady, 4 km od lotniska w Hurghadzie. Hotel usytuowany na powierzchni: 6000 m2.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">kategoria organizatora:</h3>,<p>3*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">kategoria lokalna:</h3>",https://cdntravelplanet.pl/10433/WEZY/miniature650x367/egipt/hurghada/hurghada/giftun-azur-beach-resort_0.jpg?datago=1&t=637434547590117681,1
"Strona główna,super last minute,egipt",18,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Coral Travel",The Movie Gate Golden Beach,1 758,"<h3 class=""hotel-description__subject hotel--description--subject"">KATEGORIA:</h3>,<p>4*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">REGION:</h3>,<p>Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">OPIS:</h3>,<p>Czterogwiazdkowy Golden Beach Resort zamierza być czymś więcej niż tylko hotelowym ośrodkiem. Jest to miejsce doświadczenia wakacji w magicznym świecie ekscytujących filmów, gwiazd filmowych oraz kina. Dzięki kreatywności hotelowej obsługi można poczuć się niczym hollywoodzka gwiazda.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">lokalizacja:</h3>,<p>12 km od centrum Hurghada, 10 km od El Gouna, 20 km od lotniska w Hurghadzie. Hotel usytuowany na powierzchni: 100000 m2.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">kategoria organizatora:</h3>",https://cdntravelplanet.pl/65/WEZY/miniature650x367/egipt/hurghada/hurghada/the-movie-gate-golden-beach_0.jpg?datago=1&t=637432268979750234,1
"Strona główna,super last minute,egipt",44,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Albatros Aqua Park (Hurghada),1 749,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Należy do sieci Pickalbatros, razem z hotelami Pickalbatros Aqua Blu Resort, Beach Albatros Resort i Aqua Vista Resort tworzy kompleks hotelowy wymarzony na rodzinne wakacje. Bardzo pomocna obsługa i miła atmosfera gwarantują komfort wypoczynku. Atutem są niezliczone atrakcje dla dzieci i dorosłych - kilka basenów, w tym basen ze sztuczną falą, zjeżdżalnie i mini­aquapark dla najmłodszych to zabawa na cały dzień. Goście doceniają dobry poziom formuły all inclusive, smaczne posiłki i miłą, wakacyjną atmosferę. Bogaty wybór restauracji serwujących dania kuchni włoskiej, chińskiej i orientalnej spodoba się nawet prawdziwym smakoszom. Stylowe i komfortowo urządzone pokoje pozwolą na spokojny odpoczynek po aktywnym dniu spędzonym na plaży lub przy basenie. W 2020 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 15 km od centrum HURGHADY; ok. 7 km od lotniska w Hurghadzie; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 149 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020, ZIMA 20/21 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGGARD/VITX/miniature650x367/egipt/hurghada/hurghada/albatros-aqua-park-(hurghada)_0.jpg?datago=1&t=637432291684643594,1
"Strona główna,super last minute,egipt",35,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Long Beach Resort (ex Hilton Long Beach),1 749,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Położony przy ładnej plaży, zajmuje rozległy teren, który zagospodarowany jest przez ogród oraz kompleks basenowy zaprojektowany w formie leniwej rzeki. Do dyspozycji Gości jest kilka barów i restauracji serwujących dania kuchni orientalnej i międzynarodowej. Zaletą hotelu jest wysoki standard serwisu oraz obsługi, bogata oferta all inclusive, obejmująca nie tylko smaczne posiłki i napoje, ale również korzystanie z zaplecza sportowo-rekreacyjnego.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 19 km od centrum HURGHADY; ok. 14 km od lotniska w Hurghadzie; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 149 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020, ZIMA 20/21 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; bus hotelowy do Hurghady (płatny).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGHILO/VITX/miniature650x367/egipt/hurghada/hurghada/long-beach-resort-(ex-hilton-long-beach)_0.jpg?datago=1&t=637435649345844140,1
"Strona główna,super last minute,egipt",39,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",AMC Royal (ex. AMC Azur Resort),1 749,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>*****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Położony tuż przy pięknej, piaszczystej plaży hotel, z którego roztacza się zapierający dech widok na Morze Czerwone. Idealny dla klientów ceniących sobie komfort i kameralną atmosferę. Panują tu świetne warunki dla rodzin. Hotel oferuje duży basen ze zjeżdżalniami, urozmaicone animacje oraz plac zabaw. Na Gości czeka także bezpłatny serwis plażowy oraz objęty all inclusive beach bar serwujący kolorowe drinki.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 10 km od centrum HURGHADY, ok. 15 km od El Gouny, przy drodze lokalnej; ok. 17 km od lotniska w Hurghadzie; transfer zbiorowy (lotnisko-hotel-lotnisko) w cenie, dla chętnych transfer indywidualny na zamówienie (min. 2 os. dorosłe): w sezonie ZIMA 19/20 - 149 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie; w sezonie LATO 2020 - 199 PLN/2 strony (lotnisko-hotel-lotnisko)/os. dorosła, dziecko powyżej 2 lat; dzieci do 2 lat - bezpłatnie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGAMCR/VITX/miniature650x367/egipt/hurghada/hurghada/amc-royal-(ex.-amc-azur-resort)_0.jpg?datago=1&t=637435667803910547,1
"Strona główna,super last minute,egipt",39,"Data rozpoczęcia:czw. 17.12.2020,Czas Trwania:6 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Coral Beach (ex Rotana),1 749,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Egipt  /  Hurghada</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Otoczony dużym ogrodem, znajdujący się tuż przy pięknej, piaszczysto-koralowej plaży hotel to doskonałe miejsce na rodzinne wakacje. Świetną zabawę na terenie hotelu zapewnią hotelowe animacje, a Gości spragnionych odkrywania nowych zakątków do centrum Hurghady zawiezie hotelowy bus. Bogata oferta all inclusive 24h ze smacznymi posiłkami i zimnymi, kolorowymi drinkami dodatkowo uprzyjemnią pobyt.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 25 km od centrum HURGHADY, ok. 5 km od Sahl Hasheesh; ok. 20 km od lotniska w Hurghadzie; 2 razy dziennie bus hotelowy do centrum Hurghady (raz na pobyt bezpłatnie, kolejne przejazdy ok. 3 EUR).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/HRGCORB/VITX/miniature650x367/egipt/hurghada/hurghada/coral-beach-(ex-rotana)_0.jpg?datago=1&t=637433178356635703,1
