kategorie(),procent rabatu,"cechy(A:wartosc,B:)",nazwa,cena brutto,opis,adres zdjecia,produkt wirtualny
"Strona główna,super last minute,hiszpania",24,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Poznań,Operator:Exim Tours",Hipocampos Apartamenty,1329,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>2<br>Hiszpania/Costa Blanca</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>Kategoria eximtours: 2*<br>Kategoria lokalna: 2*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Calpe<br>- przy plaży<br>- w pobliżu hotelu znajdują się postój taksówek, bary/restauracje i przystanek autobusowy.<br>- ok 7 km od Altea<br>- ok 20 km od Benidormu<br>- ok 23 km Park Wodny Aqualandia<br>- ok 26 km Park Rozrywki Terra Mítica<br>- ok 66 km od Alicante<br>- ok 80  km od lotniska ALC</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta ok 50 m<br>- leżaki i parasole płatne</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/29464/EXIM/miniature650x367/hiszpania/costa-blanca/calpe/hipocampos-apartamenty_0.jpg?datago=1&t=637432865626684610,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:Według programu,Wylot z:Kraków,Operator:Yobboo",Pierre & Vacances El Puerto,1294,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Hotel:</h3>,<p></p>",https://cdntravelplanet.pl/HBE407/XYOB/miniature650x367/hiszpania/costa-del-sol/fuengirola/pierre--vacances-el-puerto_0.jpeg?datago=1&t=637433870329653360,1
"Strona główna,super last minute,hiszpania",27,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Poznań,Operator:Exim Tours",Zafiro Apartments,1119,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>2<br>Hiszpania/Costa Blanca</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>Kategoria lokalna: 2*<br>Kategoria eximtours: 2*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Calpe<br>- przy plaży<br>- w pobliżu hotelu znajdują się postój taksówek, bary/restauracje i przystanek autobusowy<br>- ok 18 km Park Wodny Aqualandia<br>- ok 18 km Park Narodowy Sierra Helada<br>- ok 66 km od Alicante<br>- ok 80  km od lotniska ALC</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta ok 50 m<br>- leżaki i parasole płatne</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/30061/EXIM/miniature650x367/hiszpania/costa-blanca/calpe/zafiro-apartments_0.jpg?datago=1&t=637431984101704141,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Kraków,Operator:Yobboo",Stella Maris (Fuengirola),1288,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Hotel:</h3>,<p></p>",https://cdntravelplanet.pl/2153/XYOB/miniature650x367/hiszpania/costa-del-sol/fuengirola/stella-maris-(fuengirola)_0.jpeg?datago=1&t=637433029807983360,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Regente (Madryt),1076,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/3020/XYOB/miniature650x367/hiszpania/madryt/madryt/regente-(madryt)_0.jpeg?datago=1&t=637437021195078047,1
"Strona główna,super last minute,hiszpania",28,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Poznań,Operator:Exim Tours",Mayra Apartamenty,1099,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>2<br>Hiszpania/Costa Blanca</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Exim Tours 2*<br>- kat. lokalna 2*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>Benidorm Levante<br>- w pobliżu hotelu znajduje się postój taksówek, przystanek autobusowy, centrum miasta, bary/restauracje, placówka medyczna, supermarket i informacja turystyczna.<br>- ok. 200 m od plaży Levante<br>- ok. 50 km od lotniska</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta, publiczna<br>- leżaki i parasole płatne</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/29945/EXIM/miniature650x367/hiszpania/costa-blanca/benidorm/mayra-apartamenty_0.jpg?datago=1&t=637433657008806586,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:sob. 19.12.2020,Czas Trwania:7 dni,Posiłki:Według programu,Wylot z:Kraków,Operator:Yobboo",Pyr Fuengirola Apartamenty,1176,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Hotel:</h3>,<p></p>",https://cdntravelplanet.pl/HBE1341/XYOB/miniature650x367/hiszpania/costa-del-sol/fuengirola/pyr-fuengirola-apartamenty_0.jpeg?datago=1&t=637433831449448282,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:6 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Infanta Mercedes,1036,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/128021/XYOB/miniature650x367/hiszpania/madryt/madryt/infanta-mercedes_0.jpeg?datago=1&t=637436116088876875,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 14.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Residencia Lido,1033,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/508581/XYOB/miniature650x367/hiszpania/madryt/madryt/residencia-lido_0.jpeg?datago=1&t=637435218856368125,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:pon. 21.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Warszawa - Modlin,Operator:Yobboo",Ciutat de Barcelona,1001,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty:</h3>,<p></p>,<p>Drodzy Klienci, już od wielu lat Yobboo Travel oferuje Wam wysokiej jakości wyjazdy poprzez współpracę ze sprawdzonymi i zaufanymi partnerami na całym świecie.</p>,<p>Do każdej oferty dołączamy wyjątkowy na rynku pakiet korzyści Yobboo Travel</p>,<p>- możliwość otrzymania kart pokładowych RÓWNIEŻ na lot powrotny przed rozpoczęciem podróży</p>,<p>- gwarancja niezmienności ceny GRATIS na wszystkie oferty</p>,<p>- wsparcie centrum alarmowego 24/7</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p></p>",https://cdntravelplanet.pl/74849/XYOB/miniature650x367/hiszpania/barcelona/barcelona/ciutat-de-barcelona_0.jpeg?datago=1&t=637433908376889688,1
"Strona główna,super last minute,hiszpania",19,"Data rozpoczęcia:sob. 12.12.2020,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Kraków,Operator:Exim Tours",Panoramica Garden,1899,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>3<br>Hiszpania/Teneryfa</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Eximtours 3*<br>- kat. lokalna 3*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Los Realejos<br>- ok 2 km Loro Park<br>- ok 5 km od Puerto de la Cruz<br>- ok 38 km lotnisko TFS</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- żwirowa ok 3 km<br>- leżaki i parasole płatne</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/32673/EXIM/miniature650x367/hiszpania/teneryfa/los-realejos/panoramica-garden_0.jpg?datago=1&t=637435441459595468,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:niedz. 13.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Berlin,Operator:Exim Tours",Playa Limones,1899,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>3<br>Hiszpania/Lanzarote</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Kategoryzacja hotelu :</h3>,<p>- kat. Exim Tours 3*<br>- kat. lokalna 3*</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Playa Blanca, Lanzarote, Hiszpania<br>- w pobliżu bary i restaruacje<br>- ok 200 m do plaży Flamingo Beach<br>- ok 200 m do supermarketu<br>- ok 12 km taras widokowy Mirador<br>- ok 25 km lotnisko ACE<br>- ok 35 km do Arrecife<br>- ok 45 km lotnisko FUE</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- piaszczysta<br>- leżaki i parasole (płatne)<br>- łagodne zejście do wody</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/30565/EXIM/miniature650x367/hiszpania/lanzarote/playa-blanca/playa-limones_0.jpg?datago=1&t=637432811449213281,1
"Strona główna,super last minute,hiszpania",,"Data rozpoczęcia:sob. 12.12.2020,Czas Trwania:7 dni,Posiłki:RO - Bez wyżywienia,Wylot z:Kraków,Operator:Oasis",Astoria (Puerto de la Cruz),1883,"<h3 class=""hotel-description__subject hotel--description--subject"">Opis kontrahenta :</h3>,<p>Aparthotel RF Astoria Hotel Tenerife położony jest około 500 m od plaży. Centrum miasta oddalone jest o około 800 m. Hotel wyposażony jest w całodobową recepcję, Wi-Fi, windę, miejsca parkingowe oraz salę telewizyjną. Na zewnątrz znajduje się basen (czynny przez cały rok)- leżaki i parasole są dostępne bezpłatnie. Ponadto można odpocząć na świeżym powietrzu na tarasie słonecznym. Do dyspozycji Gości przechowalnia bagażu. Na kongresy i inne spotkania biznesowe hotel oferuje strefę konferencyjną z faksem. W pobliżu hotelu znajduje się wypożyczalnia samochodów. Dzięki udogodnieniom dla osób z niepełnosprawnością ruchową hotel jest przystosowany dla osób na wózkach inwalidzkich.<br>Wyżywienie: śniadanie (BB) serwowane w formie bufetu.<br>Odległości<br>Lotnisko: ok. 28 km<br>Postój taksówek: ok. 67 mUwaga! Oferta zawiera zdjęcia przykładowych pokoi. Cześć usług i atrakcji płatna.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">WYTYCZNE COVID 19 :</h3>,<p>Turyści odwiedzający Wyspy Kanaryjskie muszą okazać na lotnisku test na COVID-19, w języku hiszpańskim lub angielskim, z wynikiem negatywnym, wykonany nie wcześniej niż 72 godziny przed przylotem. Testy nie są wymagane dla dzieci poniżej 7 roku życia (w momencie kwaterowania się w hotelu).<br>Wszyscy pasażerowie są  zobowiązani do wypełnienia formularza sanitarnego (dostępny na stronie www.spth.gob.es lub poprzez bezpłatną aplikację SPAIN TRAVEL HEALTH-SpTH). Formularz generuje kod QR, który należy okazać na granicy. Pasażerowie przybywający drogą lotniczą i morską mają obowiązek posiadania kodu QR w wersji elektronicznej pod rygorem nie wpuszczenia na teren Hiszpanii.<br>Zalecane jest zainstalowanie aplikacji Covid Radar:<br>https://www.gobiernodecanarias.org/principal/coronavirus/radarcovid/ lub https://www.hellocanaryislands.com/coronavirus/  Wszyscy podróżni przybywający do Hiszpanii drogą powietrzną lub morską będą musieli poddać się kontroli zdrowotnej, która może obejmować mierzenie temperatury (przez kamery termowizyjne lub termometr bezkontaktowy), sprawdzanie dokumentów oraz ocenę ogólną (wizualną) stanu zdrowia. Temperatura uznawana za gorączkę to 37,5 °C oraz wyższa. W przypadku podejrzenia o wykazanie objawów COVID-19 pasażer zostaje poddany kolejnej kontroli (badanie lekarskie). W przypadku gdy podejrzenia okażą się uzasadnione uruchomiony zostaje alert sanitarny - Klient ostaje skierowany do odpowiedniego centrum medycznego.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">CENA ZAWIERA/NIE ZAWIERA :</h3>,<p>CENA ZAWIERA: obowiązkowe ubezpieczenie (KL, NW, bagaż), bilet lotniczy, zakwaterowanie w hotelu (doba hotelowa zaczyna się w dniu przyjazdu od godz. 14:00, kończy o godz. 12:00 - możliwe zmiany w zależności od decyzji dyrekcji), opiekę przedstawiciela lokalnego kontrahenta - anglojęzyczna; wyżywienie w/g wykupionej oferty, opłaty lotniskowe i paliwowe, podatek VAT, miejsca obok siebie na przelocie Ryanair.<br>CENA NIE ZAWIERA: transferu (dodatkowo płaty), bagażu głównego (dodatkowo płatny).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTELE :</h3>,<p>W następstwie pandemii wszystkie hotele wdrażają regulacje sanitarne mające na celu zapewnienie Klientom bezpiecznego wypoczynku. W każdym hotelu znajdą się wytyczne dotyczące korzystania z: infrastruktury (baseny, siłownie, SPA, sale zabaw, wspólne pomieszczenia, sposób wydawania posiłków itp.), z systemu All Inclusive, atrakcji, animacji itp. Hotele zastrzegają sobie prawo do wprowadzania obostrzeń i zmiany zasad korzystania z oferty hotelowej zgodnie z rozwojem sytuacji i nakazanymi wymogami. Wszelkie zalecenia i regulacje mogą się zmieniać dynamicznie i mogą być wprowadzane w trybie nagłym. Obiekty działają zgodnie z wytycznymi władz danego kraju obowiązującymi w związku z przeciwdziałaniem epidemii COVID-19. Wszelkie zmiany wynikają z wdrażania przepisów sanitarnych, do których stosowania zobowiązane są hotele oraz turyści. Obowiązek dostosowania się do reżimu sanitarnego nie uprawnia Klienta do możliwości żądania odszkodowania.<br>Prosimy każdorazowo o zapoznawanie się z komunikatami MSZ, przepisami wizowymi, paszportowymi i sanitarnymi dotyczącymi odwiedzanego kraju: https://www.gov.pl/web/dyplomacja/informacje-dla-podrozujacych. W przypadku rezerwacji wakacji w Polsce: https://www.gov.pl/web/rozwoj/hotele-i-inne-miejsca-noclegowe.<br>Aktualne wytyczne można również znaleźć na stronie Głównego Inspektoratu Sanitarnego, Światowej Organizacji Zdrowia oraz Europejskiego Centrum ds. Zapobiegania i Kontroli Chorób.<br>Światowa Organizacja Zdrowia uznała epidemię wywołaną wirusem SARS-CoV-2 za pandemię. Podejmując decyzję o wyjeździe należy liczyć się z ograniczeniami w ruchu lotniczym, w przypadku uzasadnionych podejrzeń wystąpienia SARS-CoV-2 z koniecznością pobytu w wyznaczonym przez władze kraju obiekcie lub szpitalu, z trudnościami w powrocie do kraju, obowiązkiem poddania się kwarantannie lub samoizolacji, a także przeprowadzenia dodatkowych badań lekarskich na zlecenie władz miejscowych.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PRZELOT/BAGAŻ :</h3>",https://cdntravelplanet.pl/2279/OASI/miniature650x367/hiszpania/teneryfa/puerto-de-la-cruz/astoria-(puerto-de-la-cruz)_0.jpg?datago=1&t=637435364844687422,1
